Location,CEast,CNorth,StationCode,Sample Date,SampleTime,MethodCode,OrganismCode,MarkCode,TagCode,RaceByTag,Fork Length,HeadNumber,CWTCount,Secchi,WaterTemperature
Chipps Island,595531,4211218,SB018N,5/13/13,11:36,MWTR,CHN,AdClipped,060476,,77,39082,1,0.25,19.4
Chipps Island,595531,4211218,SB018M,5/10/13,10:42,MWTR,CHN,AdClipped,060474,,86,39083,1,0.36,18.6
Chipps Island,595531,4211218,SB018S,5/29/13,8:51,MWTR,CHN,AdClipped,060489,Fall,97,39084,1,0.41,18.2
Chipps Island,595531,4211218,SB018S,5/23/13,11:14,MWTR,CHN,AdClipped,060475,,80,39085,1,0.25,18.4
Chipps Island,595531,4211218,SB018S,5/10/13,11:35,MWTR,CHN,AdClipped,060474,,85,39086,1,0.2,19
Chipps Island,595531,4211218,SB018N,5/6/13,9:51,MWTR,CHN,AdClipped,055610,Fall,84,39087,1,0.31,19
Chipps Island,595531,4211218,SB018M,5/6/13,8:39,MWTR,CHN,AdClipped,055607,Fall,83,39088,1,0.39,18.9
Chipps Island,595531,4211218,SB018M,5/6/13,9:03,MWTR,CHN,AdClipped,055599,Fall,89,39089,1,0.22,18.9
Chipps Island,595531,4211218,SB018N,5/17/13,9:19,MWTR,CHN,AdClipped,060485,Fall,99,39090,1,0.41,18.7
Chipps Island,595531,4211218,SB018S,5/17/13,8:28,MWTR,CHN,AdClipped,060484,Fall,94,39091,1,0.37,18.7
Chipps Island,595531,4211218,SB018S,5/17/13,8:02,MWTR,CHN,AdClipped,060485,Fall,90,39092,1,0.42,18.4
Chipps Island,595531,4211218,SB018S,5/17/13,8:02,MWTR,CHN,AdClipped,060485,Fall,91,39093,1,0.42,18.4
Chipps Island,595531,4211218,SB018N,5/13/13,11:08,MWTR,CHN,AdClipped,060474,,80,39094,1,0.25,19.4
Chipps Island,595531,4211218,SB018M,5/13/13,9:50,MWTR,CHN,AdClipped,060475,,76,39095,1,0.37,19.5
Chipps Island,595531,4211218,SB018N,5/13/13,11:08,MWTR,CHN,AdClipped,060476,,84,39096,1,0.25,19.4
Chipps Island,595531,4211218,SB018N,5/13/13,12:01,MWTR,CHN,AdClipped,060475,,81,39097,1,0.26,19.5
Chipps Island,595531,4211218,SB018M,5/10/13,9:52,MWTR,CHN,AdClipped,060462,Spring,97,39098,1,0.3,18.6
Chipps Island,595531,4211218,SB018S,5/28/13,8:00,MWTR,CHN,AdClipped,060466,Fall,89,39099,1,0.51,18
Chipps Island,595531,4211218,SB018S,5/10/13,11:35,MWTR,CHN,AdClipped,060434,,108,39100,1,0.2,19
Chipps Island,595531,4211218,SB018S,5/6/13,11:34,MWTR,CHN,AdClipped,055594,Fall,81,39101,1,0.32,19
Chipps Island,595531,4211218,SB018M,5/6/13,8:39,MWTR,CHN,AdClipped,060483,Fall,91,39102,1,0.39,18.9
Chipps Island,595531,4211218,SB018S,5/31/13,8:52,MWTR,CHN,AdClipped,060488,,100,39187,1,0.43,18.7
Chipps Island,595531,4211218,SB018N,5/31/13,9:45,MWTR,CHN,AdClipped,068633,,89,39188,1,0.31,18.5
Chipps Island,595531,4211218,SB018M,5/31/13,10:34,MWTR,CHN,AdClipped,068633,,84,39189,1,0.33,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,10:34,MWTR,CHN,AdClipped,068633,,93,39190,1,0.33,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,10:34,MWTR,CHN,AdClipped,060489,Fall,94,39191,1,0.33,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,11:01,MWTR,CHN,AdClipped,060455,,86,39192,1,0.37,18.9
Chipps Island,595531,4211218,SB018M,5/31/13,11:01,MWTR,CHN,AdClipped,060466,Fall,84,39193,1,0.37,18.9
Chipps Island,595531,4211218,SB018M,6/5/13,9:01,MWTR,CHN,AdClipped,060455,,84,39200,1,0.23,17.7
Chipps Island,595531,4211218,SB018M,5/31/13,11:27,MWTR,CHN,AdClipped,060487,,103,39201,1,0.37,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,11:01,MWTR,CHN,AdClipped,068633,,88,39202,1,0.37,18.9
Chipps Island,595531,4211218,SB018M,5/31/13,11:27,MWTR,CHN,AdClipped,060487,,94,39203,1,0.37,19.1
Chipps Island,595531,4211218,SB018S,6/3/13,11:34,MWTR,CHN,AdClipped,068731,,81,39204,1,0.23,19.8
Chipps Island,595531,4211218,SB018S,6/10/13,9:17,MWTR,CHN,AdClipped,060455,,84,39205,1,0.42,19.4
Chipps Island,595531,4211218,SB018M,6/5/13,8:12,MWTR,CHN,AdClipped,060455,,88,39214,1,0.25,17.5
Chipps Island,595531,4211218,SB018M,5/31/13,11:27,MWTR,CHN,AdClipped,060487,,90,39215,1,0.37,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,11:27,MWTR,CHN,AdClipped,060457,,99,39216,1,0.37,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,11:27,MWTR,CHN,AdClipped,060489,,85,39217,1,0.37,19.1
Chipps Island,595531,4211218,SB018S,6/5/13,10:23,MWTR,CHN,AdClipped,060487,,103,39218,1,0.26,18
Chipps Island,595531,4211218,SB018M,5/31/13,11:27,MWTR,CHN,AdClipped,060457,,89,39229,1,0.37,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,11:27,MWTR,CHN,AdClipped,060455,,88,39230,1,0.37,19.1
Chipps Island,595531,4211218,SB018M,6/3/13,8:52,MWTR,CHN,AdClipped,060488,,85,39231,1,0.21,19.7
Chipps Island,595531,4211218,SB018S,6/3/13,11:34,MWTR,CHN,AdClipped,068633,,85,39232,1,0.23,19.8
Chipps Island,595531,4211218,SB018M,5/31/13,11:27,MWTR,CHN,AdClipped,060487,,93,39299,1,0.37,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,11:27,MWTR,CHN,AdClipped,060488,,95,39300,1,0.37,19.1
Chipps Island,595531,4211218,SB018M,6/3/13,9:19,MWTR,CHN,AdClipped,060457,,83,39301,1,0.21,19.7
Chipps Island,595531,4211218,SB018N,6/5/13,11:42,MWTR,CHN,AdClipped,060459,,86,39302,1,0.23,18
Chipps Island,595531,4211218,SB018S,5/31/13,8:52,MWTR,CHN,AdClipped,068633,,73,39313,1,0.43,18.7
Chipps Island,595531,4211218,SB018N,5/31/13,10:09,MWTR,CHN,AdClipped,068731,,89,39314,1,0.31,18.5
Chipps Island,595531,4211218,SB018M,5/31/13,10:34,MWTR,CHN,AdClipped,060488,,94,39315,1,0.33,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,10:34,MWTR,CHN,AdClipped,068633,,84,39316,1,0.33,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,10:34,MWTR,CHN,AdClipped,060489,Fall,92,39317,1,0.33,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,11:01,MWTR,CHN,AdClipped,060457,,84,39318,1,0.37,18.9
Chipps Island,595531,4211218,SB018M,5/31/13,11:01,MWTR,CHN,AdClipped,060474,,101,39319,1,0.37,18.9
Chipps Island,595531,4211218,SB018M,6/5/13,8:12,MWTR,CHN,AdClipped,060487,,96,39320,1,0.25,17.5
Chipps Island,595531,4211218,SB018S,5/31/13,8:52,MWTR,CHN,AdClipped,060489,Fall,82,39327,1,0.43,18.7
Chipps Island,595531,4211218,SB018N,5/31/13,9:45,MWTR,CHN,AdClipped,060489,Fall,88,39328,1,0.31,18.5
Chipps Island,595531,4211218,SB018N,5/31/13,10:09,MWTR,CHN,AdClipped,NT,,83,39329,1,0.31,18.5
Chipps Island,595531,4211218,SB018M,5/31/13,10:34,MWTR,CHN,AdClipped,060487,,95,39330,1,0.33,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,10:34,MWTR,CHN,AdClipped,068633,,82,39331,1,0.33,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,11:01,MWTR,CHN,AdClipped,060487,,107,39332,1,0.37,18.9
Chipps Island,595531,4211218,SB018M,5/31/13,11:01,MWTR,CHN,AdClipped,060487,,100,39333,1,0.37,18.9
Chipps Island,595531,4211218,SB018M,5/31/13,11:27,MWTR,CHN,AdClipped,060455,,82,39334,1,0.37,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,11:01,MWTR,CHN,AdClipped,068731,,84,39335,1,0.37,18.9
Chipps Island,595531,4211218,SB018M,5/31/13,11:27,MWTR,CHN,AdClipped,068633,,86,39336,1,0.37,19.1
Chipps Island,595531,4211218,SB018S,6/3/13,11:34,MWTR,CHN,AdClipped,060488,,95,39337,1,0.23,19.8
Chipps Island,595531,4211218,SB018N,6/5/13,11:42,MWTR,CHN,AdClipped,060487,,85,39338,1,0.23,18
Chipps Island,595531,4211218,SB018S,5/20/13,9:49,MWTR,CHN,AdClipped,060486,Fall,84,39344,1,0.28,19.7
Chipps Island,595531,4211218,SB018S,5/20/13,10:44,MWTR,CHN,AdClipped,060486,Fall,89,39345,1,0.32,19.7
Chipps Island,595531,4211218,SB018M,5/20/13,12:02,MWTR,CHN,AdClipped,060485,Fall,85,39346,1,0.33,19.8
Chipps Island,595531,4211218,SB018S,5/31/13,8:26,MWTR,CHN,AdClipped,060457,,85,39347,1,0.43,18.7
Chipps Island,595531,4211218,SB018S,5/20/13,9:49,MWTR,CHN,AdClipped,060486,Fall,84,39358,1,0.28,19.7
Chipps Island,595531,4211218,SB018S,5/20/13,10:44,MWTR,CHN,AdClipped,060486,Fall,90,39359,1,0.32,19.7
Chipps Island,595531,4211218,SB018M,5/20/13,12:02,MWTR,CHN,AdClipped,060486,Fall,88,39360,1,0.33,19.8
Chipps Island,595531,4211218,SB018S,5/31/13,8:26,MWTR,CHN,AdClipped,060489,Fall,88,39361,1,0.43,18.7
Chipps Island,595531,4211218,SB018S,5/20/13,9:23,MWTR,CHN,AdClipped,060436,,102,39365,1,0.28,20.3
Chipps Island,595531,4211218,SB018S,5/20/13,10:44,MWTR,CHN,AdClipped,060485,Fall,90,39366,1,0.32,19.7
Chipps Island,595531,4211218,SB018M,5/20/13,11:37,MWTR,CHN,AdClipped,060436,,89,39367,1,0.3,19.8
Chipps Island,595531,4211218,SB018S,5/31/13,8:26,MWTR,CHN,AdClipped,060489,Fall,94,39368,1,0.43,18.7
Chipps Island,595531,4211218,SB018S,5/20/13,9:23,MWTR,CHN,AdClipped,060486,Fall,91,39371,1,0.28,20.3
Chipps Island,595531,4211218,SB018S,5/20/13,10:20,MWTR,CHN,AdClipped,060436,,83,39372,1,0.32,20
Chipps Island,595531,4211218,SB018M,5/20/13,11:10,MWTR,CHN,AdClipped,060486,Fall,81,39373,1,0.32,19.9
Chipps Island,595531,4211218,SB018M,5/20/13,12:02,MWTR,CHN,AdClipped,060436,,75,39374,1,0.33,19.8
Chipps Island,595531,4211218,SB018S,5/31/13,8:26,MWTR,CHN,AdClipped,068731,,89,39375,1,0.43,18.7
Chipps Island,595531,4211218,SB018S,5/20/13,9:49,MWTR,CHN,AdClipped,060475,,76,39379,1,0.28,19.7
Chipps Island,595531,4211218,SB018S,5/20/13,10:44,MWTR,CHN,AdClipped,060486,Fall,71,39380,1,0.32,19.7
Chipps Island,595531,4211218,SB018M,5/20/13,11:37,MWTR,CHN,AdClipped,060476,,91,39381,1,0.3,19.8
Chipps Island,595531,4211218,SB018S,5/31/13,8:26,MWTR,CHN,AdClipped,060455,,88,39382,1,0.43,18.7
Chipps Island,595531,4211218,SB018S,5/20/13,9:23,MWTR,CHN,AdClipped,060486,Fall,76,39413,1,0.28,20.3
Chipps Island,595531,4211218,SB018S,5/20/13,10:44,MWTR,CHN,AdClipped,060486,Fall,86,39414,1,0.32,19.7
Chipps Island,595531,4211218,SB018M,5/20/13,11:10,MWTR,CHN,AdClipped,060485,Fall,89,39415,1,0.32,19.9
Chipps Island,595531,4211218,SB018M,5/20/13,12:02,MWTR,CHN,AdClipped,060486,Fall,80,39416,1,0.33,19.8
Chipps Island,595531,4211218,SB018S,5/31/13,8:26,MWTR,CHN,AdClipped,068731,,82,39417,1,0.43,18.7
Chipps Island,595531,4211218,SB018S,5/31/13,8:52,MWTR,CHN,AdClipped,060489,Fall,90,39418,1,0.43,18.7
Chipps Island,595531,4211218,SB018N,5/31/13,9:21,MWTR,CHN,AdClipped,060489,Fall,97,39419,1,0.35,18.6
Chipps Island,595531,4211218,SB018N,5/31/13,10:09,MWTR,CHN,AdClipped,060489,Fall,90,39420,1,0.31,18.5
Chipps Island,595531,4211218,SB018M,5/31/13,10:34,MWTR,CHN,AdClipped,060489,Fall,93,39421,1,0.33,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,10:34,MWTR,CHN,AdClipped,060488,,94,39422,1,0.33,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,10:34,MWTR,CHN,AdClipped,068731,,93,39423,1,0.33,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,11:01,MWTR,CHN,AdClipped,055495,Fall,91,39424,1,0.37,18.9
Chipps Island,595531,4211218,SB018S,5/31/13,8:52,MWTR,CHN,AdClipped,060489,Fall,78,39432,1,0.43,18.7
Chipps Island,595531,4211218,SB018N,5/31/13,9:21,MWTR,CHN,AdClipped,060457,,83,39433,1,0.35,18.6
Chipps Island,595531,4211218,SB018N,5/31/13,10:09,MWTR,CHN,AdClipped,068633,,96,39434,1,0.31,18.5
Chipps Island,595531,4211218,SB018M,5/31/13,10:34,MWTR,CHN,AdClipped,068731,,88,39435,1,0.33,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,10:34,MWTR,CHN,AdClipped,060457,,90,39436,1,0.33,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,11:01,MWTR,CHN,AdClipped,060487,,97,39437,1,0.37,18.9
Chipps Island,595531,4211218,SB018M,5/31/13,11:01,MWTR,CHN,AdClipped,060455,,81,39438,1,0.37,18.9
Chipps Island,595531,4211218,SB018S,5/31/13,8:52,MWTR,CHN,AdClipped,060457,,71,39446,1,0.43,18.7
Chipps Island,595531,4211218,SB018N,5/31/13,9:21,MWTR,CHN,AdClipped,060457,,84,39447,1,0.35,18.6
Chipps Island,595531,4211218,SB018N,5/31/13,10:09,MWTR,CHN,AdClipped,060457,,88,39448,1,0.31,18.5
Chipps Island,595531,4211218,SB018M,5/31/13,10:34,MWTR,CHN,AdClipped,060489,Fall,93,39449,1,0.33,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,10:34,MWTR,CHN,AdClipped,060457,,93,39450,1,0.33,19.1
Chipps Island,595531,4211218,SB018M,5/31/13,11:01,MWTR,CHN,AdClipped,068731,,86,39451,1,0.37,18.9
Chipps Island,595531,4211218,SB018M,5/31/13,11:01,MWTR,CHN,AdClipped,060455,,89,39452,1,0.37,18.9
